tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-800,Brisbane,Hard,48,500,,20260104,1,220520.0,,,Mccartney Kessler,R,,USA,26.495,31.0,1558.0,215306.0,,,Emiliana Arango,R,,COL,25.101,49.0,1161.0,6-1 6-3,3,R64,82.0,1.0,3.0,59.0,39.0,24.0,12.0,8.0,2.0,4.0,2.0,0.0,70.0,44.0,22.0,9,8.0,9.0,15.0
2026-800,Brisbane,Hard,48,500,,20260104,2,201548.0,,WC,Ajla Tomljanovic,R,180.0,AUS,32.663,80.0,844.0,221039.0,,,Elsa Jacquemot,R,,FRA,22.675,55.0,1076.0,6-1 6-3,3,R64,75.0,3.0,6.0,45.0,30.0,23.0,8.0,8.0,1.0,2.0,4.0,5.0,50.0,27.0,15.0,7,8.0,2.0,7.0
2026-800,Brisbane,Hard,48,500,,20260104,3,215713.0,,,Anastasia Potapova,R,175.0,RUS,24.767,50.0,1131.0,214082.0,,,Daria Kasatkina,R,170.0,RUS,28.663,37.0,1334.0,7-5 4-6 6-4,3,R64,153.0,7.0,16.0,106.0,68.0,47.0,19.0,16.0,5.0,9.0,5.0,4.0,112.0,64.0,42.0,19,16.0,10.0,15.0
2026-800,Brisbane,Hard,48,500,,20260104,4,201514.0,,,Sorana Cirstea,R,176.0,ROU,35.746,43.0,1243.0,201499.0,,,Anastasia Pavlyuchenkova,R,177.0,RUS,34.509,47.0,1184.0,6-3 6-1,3,R64,61.0,9.0,3.0,44.0,30.0,25.0,7.0,8.0,0.0,0.0,3.0,2.0,44.0,26.0,17.0,4,8.0,0.0,4.0
2026-800,Brisbane,Hard,48,500,,20260104,5,213550.0,,,Sofia Kenin,R,170.0,USA,27.141,28.0,1589.0,211817.0,,Q,Elena Gabriela Ruse,R,,ROU,28.162,88.0,825.0,6-4 4-6 6-3,3,R64,137.0,2.0,6.0,96.0,62.0,37.0,17.0,14.0,4.0,8.0,8.0,11.0,92.0,55.0,38.0,15,15.0,4.0,10.0
2026-800,Brisbane,Hard,48,500,,20260104,6,213631.0,,,Marie Bouzkova,R,180.0,CZE,27.458,42.0,1260.0,211713.0,,,Jaqueline Cristian,R,180.0,ROU,27.584,39.0,1324.0,6-4 6-3,3,R64,90.0,8.0,4.0,53.0,37.0,28.0,7.0,9.0,1.0,3.0,2.0,2.0,59.0,39.0,23.0,7,10.0,6.0,11.0
2026-800,Brisbane,Hard,48,500,,20260104,7,201533.0,,Q,Shuai Zhang,R,177.0,CHN,36.954,81.0,843.0,221909.0,,,Ashlyn Krueger,R,185.0,USA,21.662,44.0,1229.0,6-4 5-7 6-4,3,R64,124.0,3.0,3.0,92.0,70.0,51.0,12.0,16.0,5.0,7.0,2.0,15.0,105.0,72.0,52.0,14,16.0,5.0,8.0
2026-800,Brisbane,Hard,48,500,,20260104,8,214040.0,,WC,Kimberly Birrell,R,170.0,AUS,27.686,98.0,802.0,211685.0,,Q,Rebecca Sramkova,R,,SVK,29.211,72.0,914.0,6-4 3-6 6-3,3,R64,136.0,5.0,5.0,90.0,62.0,42.0,14.0,14.0,5.0,8.0,6.0,5.0,89.0,52.0,37.0,16,14.0,4.0,8.0
2026-800,Brisbane,Hard,48,500,,20260104,9,216265.0,,Q,Olivia Gadecki,R,,AUS,23.699,206.0,350.0,215983.0,,,Ann Li,R,170.0,USA,25.526,38.0,1334.0,6-4 6-4,3,R64,99.0,2.0,0.0,75.0,52.0,33.0,11.0,10.0,8.0,10.0,2.0,2.0,64.0,34.0,21.0,13,10.0,4.0,8.0
2026-800,Brisbane,Hard,48,500,,20260104,10,213710.0,,,Cristina Bucsa,R,,ESP,28.009,51.0,1127.0,214388.0,,Q,Anna Bondar,R,,HUN,28.608,74.0,900.0,4-6 7-6(4) 6-2,3,R64,137.0,3.0,5.0,93.0,68.0,42.0,11.0,15.0,1.0,5.0,1.0,10.0,109.0,55.0,35.0,26,15.0,7.0,12.0
2026-800,Brisbane,Hard,48,500,,20260104,11,201709.0,,LL,Yulia Putintseva,R,163.0,KAZ,30.993,71.0,924.0,221024.0,,,Hailey Baptiste,R,,USA,24.17,61.0,1023.0,6-2 6-4,3,R64,82.0,3.0,2.0,60.0,48.0,29.0,10.0,9.0,3.0,4.0,0.0,3.0,54.0,36.0,20.0,10,9.0,4.0,8.0
2026-800,Brisbane,Hard,48,500,,20260104,12,205925.0,,Q,Aliaksandra Sasnovich,R,174.0,BLR,31.79,114.0,685.0,215020.0,,,Anna Blinkova,R,179.0,RUS,27.319,62.0,1018.0,7-5 6-1,3,R64,86.0,0.0,6.0,47.0,34.0,23.0,6.0,9.0,2.0,5.0,3.0,0.0,72.0,45.0,20.0,10,10.0,6.0,13.0
2026-800,Brisbane,Hard,48,500,,20260104,13,214939.0,,,Anna Kalinskaya,R,175.0,RUS,27.092,33.0,1461.0,238184.0,,,Tereza Valentova,,,CZE,18.872,60.0,1035.0,6-4 6-4,3,R64,98.0,2.0,2.0,81.0,58.0,38.0,9.0,10.0,5.0,8.0,2.0,4.0,53.0,30.0,20.0,7,10.0,1.0,6.0
2026-800,Brisbane,Hard,48,500,,20260104,14,215035.0,,,Dayana Yastremska,R,175.0,UKR,25.64,27.0,1604.0,221883.0,,WC,Talia Gibson,R,,AUS,21.547,122.0,634.0,7-6(3) 7-6(4),3,R64,116.0,3.0,5.0,86.0,54.0,33.0,16.0,12.0,4.0,9.0,4.0,8.0,80.0,45.0,28.0,14,12.0,2.0,7.0
2026-800,Brisbane,Hard,48,500,,20260104,15,211684.0,,,Magdalena Frech,R,171.0,POL,28.055,59.0,1051.0,214954.0,,,Marketa Vondrousova,L,173.0,CZE,26.522,34.0,1445.0,7-5 6-7(3) 7-6(0),3,R64,203.0,1.0,10.0,149.0,90.0,61.0,32.0,18.0,17.0,19.0,4.0,11.0,139.0,88.0,68.0,18,18.0,13.0,16.0
2026-800,Brisbane,Hard,48,500,,20260104,16,263644.0,,WC,Emerson Jones,R,,AUS,17.495,151.0,492.0,213583.0,,,Tatjana Maria,R,172.0,GER,38.41,45.0,1229.0,6-3 6-3,3,R64,75.0,3.0,3.0,60.0,37.0,23.0,10.0,9.0,2.0,5.0,2.0,1.0,52.0,28.0,15.0,6,9.0,1.0,7.0
2026-800,Brisbane,Hard,48,500,,20260104,17,201619.0,5.0,,Madison Keys,R,178.0,USA,30.881,7.0,4335.0,220520.0,,,Mccartney Kessler,R,,USA,26.495,31.0,1558.0,6-4 6-3,3,R32,86.0,2.0,2.0,61.0,42.0,30.0,12.0,10.0,5.0,6.0,3.0,1.0,64.0,43.0,25.0,11,9.0,5.0,8.0
2026-800,Brisbane,Hard,48,500,,20260104,18,223670.0,12.0,,Diana Shnaider,L,,RUS,21.758,21.0,1866.0,215713.0,,,Anastasia Potapova,R,175.0,RUS,24.767,50.0,1131.0,6-1 6-3,3,R32,77.0,4.0,7.0,58.0,40.0,32.0,6.0,8.0,6.0,7.0,5.0,4.0,52.0,28.0,18.0,5,8.0,4.0,9.0
2026-800,Brisbane,Hard,48,500,,20260104,19,214544.0,,,Aryna Sabalenka,R,182.0,BLR,27.669,1.0,10870.0,213710.0,,,Cristina Bucsa,R,,ESP,28.009,51.0,1127.0,6-0 6-1,3,R32,48.0,4.0,1.0,36.0,28.0,22.0,7.0,7.0,0.0,0.0,0.0,0.0,40.0,25.0,11.0,4,6.0,1.0,6.0
2026-800,Brisbane,Hard,48,500,,20260104,20,206420.0,7.0,,Ekaterina Alexandrova,R,175.0,RUS,31.138,10.0,3375.0,213550.0,,,Sofia Kenin,R,170.0,USA,27.141,28.0,1589.0,7-6(2) 6-3,3,R32,91.0,9.0,7.0,60.0,42.0,34.0,11.0,10.0,2.0,3.0,1.0,3.0,83.0,55.0,37.0,11,11.0,3.0,6.0
2026-800,Brisbane,Hard,48,500,,20260104,21,201514.0,,,Sorana Cirstea,R,176.0,ROU,35.746,43.0,1243.0,211533.0,14.0,,Jelena Ostapenko,R,177.0,LAT,28.576,23.0,1800.0,6-2 7-6(5),3,R32,106.0,11.0,3.0,67.0,34.0,30.0,16.0,10.0,3.0,4.0,3.0,0.0,71.0,43.0,29.0,11,10.0,0.0,3.0
2026-800,Brisbane,Hard,48,500,,20260104,22,214096.0,11.0,,Karolina Muchova,R,178.0,CZE,29.372,19.0,1996.0,201548.0,,WC,Ajla Tomljanovic,R,180.0,AUS,32.663,80.0,844.0,4-6 6-1 7-6(5),3,R32,158.0,4.0,9.0,96.0,65.0,41.0,13.0,14.0,5.0,10.0,5.0,3.0,112.0,81.0,43.0,14,15.0,12.0,19.0
2026-800,Brisbane,Hard,48,500,,20260104,23,214981.0,3.0,,Elena Rybakina,R,184.0,KAZ,26.552,5.0,5850.0,201533.0,,Q,Shuai Zhang,R,177.0,CHN,36.954,81.0,843.0,6-3 7-5,3,R32,73.0,16.0,0.0,62.0,36.0,29.0,13.0,11.0,5.0,7.0,6.0,3.0,63.0,42.0,26.0,9,10.0,5.0,9.0
2026-800,Brisbane,Hard,48,500,,20260104,24,211651.0,15.0,,Paula Badosa,R,180.0,ESP,28.137,25.0,1676.0,213631.0,,,Marie Bouzkova,R,180.0,CZE,27.458,42.0,1260.0,6-7(4) 6-4 6-2,3,R32,181.0,8.0,8.0,105.0,58.0,43.0,21.0,15.0,6.0,8.0,13.0,3.0,117.0,69.0,41.0,24,15.0,13.0,18.0
2026-800,Brisbane,Hard,48,500,,20260104,25,202468.0,4.0,,Jessica Pegula,R,170.0,USA,31.861,6.0,5583.0,214939.0,,,Anna Kalinskaya,R,175.0,RUS,27.092,33.0,1461.0,6-2 2-6 6-4,3,R32,114.0,6.0,3.0,84.0,46.0,32.0,16.0,13.0,5.0,9.0,3.0,2.0,82.0,56.0,37.0,10,13.0,6.0,11.0
2026-800,Brisbane,Hard,48,500,,20260104,26,215035.0,,,Dayana Yastremska,R,175.0,UKR,25.64,27.0,1604.0,220367.0,13.0,,Leylah Fernandez,L,168.0,CAN,23.33,22.0,1821.0,6-1 6-2,3,R32,62.0,1.0,7.0,42.0,27.0,22.0,11.0,8.0,3.0,3.0,0.0,0.0,42.0,25.0,12.0,7,7.0,6.0,10.0
2026-800,Brisbane,Hard,48,500,,20260104,27,205925.0,,Q,Aliaksandra Sasnovich,R,174.0,BLR,31.79,114.0,685.0,220704.0,8.0,,Clara Tauson,R,182.0,DEN,23.039,12.0,2770.0,6-2 6-3,3,R32,81.0,2.0,4.0,51.0,28.0,24.0,12.0,8.0,1.0,1.0,2.0,3.0,56.0,37.0,22.0,7,9.0,7.0,11.0
2026-800,Brisbane,Hard,48,500,,20260104,28,214643.0,10.0,,Liudmila Samsonova,R,180.0,RUS,27.149,17.0,2209.0,263644.0,,WC,Emerson Jones,R,,AUS,17.495,151.0,492.0,6-4 6-1,3,R32,73.0,3.0,4.0,47.0,30.0,19.0,9.0,8.0,1.0,3.0,0.0,2.0,50.0,28.0,16.0,5,9.0,2.0,8.0
2026-800,Brisbane,Hard,48,500,,20260104,29,222328.0,9.0,,Linda Noskova,R,,CZE,21.131,13.0,2641.0,211684.0,,,Magdalena Frech,R,171.0,POL,28.055,59.0,1051.0,6-7(5) 6-4 6-4,3,R32,151.0,11.0,4.0,116.0,59.0,45.0,29.0,16.0,8.0,10.0,10.0,12.0,97.0,66.0,49.0,12,16.0,6.0,10.0
2026-800,Brisbane,Hard,48,500,,20260104,30,259799.0,6.0,,Mirra Andreeva,R,,RUS,18.686,9.0,4319.0,216265.0,,Q,Olivia Gadecki,R,,AUS,23.699,206.0,350.0,4-6 6-1 6-2,3,R32,111.0,4.0,3.0,76.0,48.0,38.0,12.0,13.0,6.0,8.0,7.0,2.0,75.0,53.0,28.0,12,12.0,5.0,10.0
2026-800,Brisbane,Hard,48,500,,20260104,31,216146.0,16.0,,Marta Kostyuk,R,175.0,UKR,23.521,26.0,1659.0,201709.0,,LL,Yulia Putintseva,R,163.0,KAZ,30.993,71.0,924.0,6-7(5) 6-1 6-0,3,R32,109.0,4.0,1.0,76.0,49.0,36.0,15.0,12.0,1.0,2.0,1.0,0.0,75.0,54.0,34.0,4,13.0,2.0,9.0
2026-800,Brisbane,Hard,48,500,,20260104,32,216153.0,2.0,,Amanda Anisimova,R,180.0,USA,24.345,4.0,6287.0,214040.0,,WC,Kimberly Birrell,R,170.0,AUS,27.686,98.0,802.0,6-1 6-3,3,R32,63.0,4.0,5.0,42.0,25.0,19.0,11.0,8.0,1.0,2.0,1.0,0.0,50.0,33.0,18.0,4,8.0,1.0,6.0
2026-800,Brisbane,Hard,48,500,,20260104,33,214544.0,,,Aryna Sabalenka,R,182.0,BLR,27.669,1.0,10870.0,201514.0,,,Sorana Cirstea,R,176.0,ROU,35.746,43.0,1243.0,6-3 6-3,3,R16,79.0,2.0,1.0,48.0,32.0,25.0,8.0,9.0,1.0,2.0,1.0,2.0,68.0,35.0,20.0,15,9.0,9.0,13.0
2026-800,Brisbane,Hard,48,500,,20260104,34,214981.0,3.0,,Elena Rybakina,R,184.0,KAZ,26.552,5.0,5850.0,211651.0,15.0,,Paula Badosa,R,180.0,ESP,28.137,25.0,1676.0,6-3 6-2,3,R16,85.0,3.0,9.0,46.0,21.0,17.0,15.0,8.0,3.0,4.0,0.0,6.0,75.0,39.0,23.0,14,9.0,3.0,8.0
2026-800,Brisbane,Hard,48,500,,20260104,35,214096.0,11.0,,Karolina Muchova,R,178.0,CZE,29.372,19.0,1996.0,206420.0,7.0,,Ekaterina Alexandrova,R,175.0,RUS,31.138,10.0,3375.0,6-4 7-5,3,R16,109.0,9.0,1.0,76.0,47.0,30.0,13.0,11.0,4.0,7.0,1.0,2.0,68.0,49.0,29.0,7,11.0,3.0,8.0
2026-800,Brisbane,Hard,48,500,,20260104,36,201619.0,5.0,,Madison Keys,R,178.0,USA,30.881,7.0,4335.0,223670.0,12.0,,Diana Shnaider,L,,RUS,21.758,21.0,1866.0,6-7(5) 7-6(5) 7-6(4),3,R16,179.0,9.0,4.0,124.0,85.0,55.0,17.0,18.0,6.0,10.0,3.0,1.0,124.0,89.0,56.0,16,18.0,5.0,9.0
2026-800,Brisbane,Hard,48,500,,20260104,37,214643.0,10.0,,Liudmila Samsonova,R,180.0,RUS,27.149,17.0,2209.0,205925.0,,Q,Aliaksandra Sasnovich,R,174.0,BLR,31.79,114.0,685.0,6-4 6-4,3,R16,107.0,1.0,3.0,55.0,37.0,25.0,9.0,10.0,5.0,8.0,3.0,0.0,78.0,47.0,27.0,13,10.0,6.0,11.0
2026-800,Brisbane,Hard,48,500,,20260104,38,202468.0,4.0,,Jessica Pegula,R,170.0,USA,31.861,6.0,5583.0,215035.0,,,Dayana Yastremska,R,175.0,UKR,25.64,27.0,1604.0,5-7 6-2 6-3,3,R16,136.0,5.0,10.0,83.0,48.0,32.0,20.0,14.0,6.0,9.0,4.0,5.0,111.0,63.0,38.0,21,15.0,6.0,12.0
2026-800,Brisbane,Hard,48,500,,20260104,39,216146.0,16.0,,Marta Kostyuk,R,175.0,UKR,23.521,26.0,1659.0,216153.0,2.0,,Amanda Anisimova,R,180.0,USA,24.345,4.0,6287.0,6-4 6-3,3,R16,91.0,6.0,5.0,60.0,41.0,31.0,8.0,9.0,5.0,6.0,4.0,2.0,68.0,43.0,28.0,8,10.0,5.0,9.0
2026-800,Brisbane,Hard,48,500,,20260104,40,259799.0,6.0,,Mirra Andreeva,R,,RUS,18.686,9.0,4319.0,222328.0,9.0,,Linda Noskova,R,,CZE,21.131,13.0,2641.0,5-7 6-4 7-5,3,R16,143.0,9.0,9.0,107.0,68.0,47.0,22.0,17.0,6.0,9.0,3.0,6.0,107.0,63.0,45.0,23,17.0,5.0,9.0
2026-800,Brisbane,Hard,48,500,,20260104,41,214096.0,11.0,,Karolina Muchova,R,178.0,CZE,29.372,19.0,1996.0,214981.0,3.0,,Elena Rybakina,R,184.0,KAZ,26.552,5.0,5850.0,6-2 2-6 6-4,3,QF,124.0,3.0,7.0,69.0,50.0,37.0,10.0,13.0,1.0,3.0,0.0,9.0,91.0,49.0,33.0,20,13.0,8.0,11.0
2026-800,Brisbane,Hard,48,500,,20260104,42,214544.0,,,Aryna Sabalenka,R,182.0,BLR,27.669,1.0,10870.0,201619.0,5.0,,Madison Keys,R,178.0,USA,30.881,7.0,4335.0,6-3 6-3,3,QF,89.0,5.0,8.0,65.0,36.0,26.0,14.0,9.0,3.0,5.0,2.0,4.0,70.0,43.0,26.0,9,9.0,6.0,11.0
2026-800,Brisbane,Hard,48,500,,20260104,43,202468.0,4.0,,Jessica Pegula,R,170.0,USA,31.861,6.0,5583.0,214643.0,10.0,,Liudmila Samsonova,R,180.0,RUS,27.149,17.0,2209.0,6-3 7-6(3),3,QF,111.0,4.0,7.0,62.0,42.0,35.0,6.0,10.0,2.0,4.0,2.0,8.0,90.0,59.0,34.0,14,11.0,13.0,17.0
2026-800,Brisbane,Hard,48,500,,20260104,44,216146.0,16.0,,Marta Kostyuk,R,175.0,UKR,23.521,26.0,1659.0,259799.0,6.0,,Mirra Andreeva,R,,RUS,18.686,9.0,4319.0,7-6(7) 6-3,3,QF,107.0,2.0,5.0,74.0,49.0,33.0,14.0,10.0,4.0,6.0,2.0,1.0,82.0,51.0,33.0,12,11.0,4.0,8.0
2026-800,Brisbane,Hard,48,500,,20260104,45,214544.0,,,Aryna Sabalenka,R,182.0,BLR,27.669,1.0,10870.0,214096.0,11.0,,Karolina Muchova,R,178.0,CZE,29.372,19.0,1996.0,6-3 6-4,3,SF,89.0,9.0,1.0,64.0,41.0,36.0,10.0,10.0,4.0,4.0,1.0,7.0,59.0,44.0,31.0,6,9.0,6.0,8.0
2026-800,Brisbane,Hard,48,500,,20260104,46,216146.0,16.0,,Marta Kostyuk,R,175.0,UKR,23.521,26.0,1659.0,202468.0,4.0,,Jessica Pegula,R,170.0,USA,31.861,6.0,5583.0,6-0 6-3,3,SF,55.0,4.0,0.0,45.0,28.0,22.0,13.0,8.0,2.0,2.0,1.0,0.0,37.0,25.0,10.0,7,7.0,2.0,6.0
2026-800,Brisbane,Hard,48,500,,20260104,47,214544.0,,,Aryna Sabalenka,R,182.0,BLR,27.669,1.0,10870.0,216146.0,16.0,,Marta Kostyuk,R,175.0,UKR,23.521,26.0,1659.0,6-4 6-3,3,F,78.0,1.0,3.0,52.0,32.0,26.0,12.0,10.0,2.0,3.0,0.0,3.0,58.0,34.0,19.0,14,9.0,5.0,8.0
2026-1049,Auckland,Hard,32,250,,20260105,1,202494.0,1.0,,Elina Svitolina,R,174.0,UKR,31.316,13.0,2606.0,219875.0,,,Varvara Gracheva,R,,FRA,25.427,75.0,887.0,6-3 6-1,3,R32,76.0,2.0,5.0,48.0,28.0,22.0,8.0,8.0,2.0,4.0,2.0,3.0,66.0,44.0,21.0,7,8.0,5.0,11.0
2026-1049,Auckland,Hard,32,250,,20260105,2,211107.0,,WC,Katie Boulter,R,180.0,GBR,29.43,112.0,684.0,263857.0,,Q,Yuliia Starodubtseva,R,,UKR,25.884,111.0,685.0,6-3 6-3,3,R32,92.0,1.0,2.0,63.0,31.0,20.0,17.0,9.0,11.0,13.0,6.0,2.0,51.0,34.0,21.0,5,9.0,3.0,8.0
2026-1049,Auckland,Hard,32,250,,20260105,3,230870.0,,,Ella Seidel,R,,GER,20.89,84.0,833.0,222667.0,,WC,Monique Barry,L,,NZL,23.543,726.0,52.0,6-2 6-1,3,R32,62.0,2.0,2.0,53.0,32.0,24.0,11.0,8.0,2.0,3.0,3.0,1.0,41.0,28.0,12.0,4,7.0,1.0,6.0
2026-1049,Auckland,Hard,32,250,,20260105,4,222661.0,,,Sonay Kartal,R,,GBR,24.189,68.0,951.0,222145.0,6.0,,Janice Tjen,R,,INA,23.669,54.0,1075.0,6-1 6-7(4) 6-3,3,R32,143.0,8.0,2.0,92.0,67.0,49.0,15.0,15.0,3.0,4.0,0.0,4.0,105.0,63.0,39.0,22,13.0,12.0,16.0
2026-1049,Auckland,Hard,32,250,,20260105,5,260300.0,3.0,,Iva Jovic,R,,USA,18.084,35.0,1423.0,213873.0,,,Gabriela Andrea Knutson,R,,CZE,28.71,182.0,386.0,4-6 6-1 6-0,3,R32,95.0,1.0,4.0,66.0,45.0,32.0,15.0,12.0,2.0,3.0,1.0,1.0,60.0,32.0,21.0,9,11.0,1.0,6.0
2026-1049,Auckland,Hard,32,250,,20260105,6,239383.0,,,Sara Bejlek,L,,CZE,19.929,93.0,792.0,215910.0,,,Panna Udvardy,R,170.0,HUN,27.272,87.0,819.0,7-5 6-1,3,R32,84.0,2.0,3.0,63.0,46.0,37.0,4.0,10.0,2.0,3.0,2.0,1.0,68.0,42.0,28.0,8,9.0,9.0,13.0
2026-1049,Auckland,Hard,32,250,,20260105,7,223321.0,,Q,Sofia Costoulas,,,BEL,20.762,159.0,440.0,215992.0,,Q,Whitney Osuigwe,R,168.0,USA,23.721,152.0,455.0,6-4 3-6 6-1,3,R32,134.0,3.0,3.0,78.0,49.0,40.0,11.0,13.0,1.0,4.0,2.0,3.0,93.0,67.0,40.0,11,13.0,3.0,8.0
2026-1049,Auckland,Hard,32,250,,20260105,8,269267.0,,Q,Kaitlin Quevedo,,,USA,19.894,141.0,509.0,220548.0,8.0,,Peyton Stearns,R,,USA,24.244,64.0,982.0,6-2 7-5,3,R32,87.0,4.0,6.0,54.0,34.0,27.0,11.0,10.0,1.0,3.0,2.0,2.0,59.0,28.0,20.0,11,10.0,1.0,6.0
2026-1049,Auckland,Hard,32,250,,20260105,9,202663.0,5.0,,Magda Linette,R,171.0,POL,33.898,52.0,1089.0,200748.0,,WC,Venus Williams,R,185.0,USA,45.553,582.0,80.0,6-4 4-6 6-2,3,R32,132.0,7.0,4.0,93.0,60.0,41.0,16.0,14.0,4.0,7.0,1.0,7.0,89.0,53.0,32.0,19,14.0,4.0,9.0
2026-1049,Auckland,Hard,32,250,,20260105,10,220714.0,,,Elisabetta Cocciaretto,R,,ITA,24.945,81.0,837.0,219917.0,,,Alycia Parks,R,185.0,USA,25.014,101.0,760.0,6-2 7-5,3,R32,92.0,3.0,2.0,68.0,42.0,30.0,12.0,10.0,1.0,3.0,4.0,6.0,54.0,28.0,18.0,9,10.0,6.0,11.0
2026-1049,Auckland,Hard,32,250,,20260105,11,238075.0,,,Petra Marcinko,,,CRO,20.088,82.0,837.0,215785.0,,,Camila Osorio,R,162.0,COL,24.039,76.0,860.0,6-4 0-6 7-6(2),3,R32,132.0,1.0,4.0,88.0,55.0,35.0,12.0,14.0,3.0,9.0,8.0,0.0,106.0,66.0,43.0,19,14.0,17.0,21.0
2026-1049,Auckland,Hard,32,250,,20260105,12,223253.0,4.0,,Alexandra Eala,L,173.0,PHI,20.622,53.0,1076.0,202499.0,,,Donna Vekic,R,179.0,CRO,29.523,69.0,935.0,4-6 6-4 6-4,3,R32,160.0,1.0,9.0,104.0,60.0,40.0,18.0,15.0,6.0,11.0,6.0,7.0,95.0,58.0,34.0,16,15.0,6.0,12.0
2026-1049,Auckland,Hard,32,250,,20260105,13,216133.0,,,Xinyu Wang,,,CHN,24.277,170.0,404.0,216083.0,,,Caty McNally,R,,USA,24.126,83.0,836.0,2-6 6-3 7-5,3,R32,139.0,5.0,2.0,70.0,45.0,30.0,3.0,15.0,1.0,5.0,3.0,5.0,92.0,61.0,39.0,9,14.0,9.0,13.0
2026-1049,Auckland,Hard,32,250,,20260105,14,213887.0,,,Renata Zarazua,R,,MEX,28.266,77.0,844.0,201585.0,,WC,Sloane Stephens,R,170.0,USA,32.797,1098.0,14.0,7-5 4-6 6-2,3,R32,145.0,0.0,1.0,77.0,57.0,37.0,11.0,15.0,2.0,6.0,1.0,1.0,105.0,73.0,42.0,14,15.0,6.0,12.0
2026-1049,Auckland,Hard,32,250,,20260105,15,221257.0,,Q,Sinja Kraus,R,,AUT,23.688,108.0,709.0,211814.0,,,Julia Grabher,R,170.0,AUT,29.512,92.0,799.0,6-3 6-3,3,R32,74.0,2.0,2.0,56.0,29.0,26.0,11.0,9.0,4.0,5.0,1.0,4.0,53.0,32.0,17.0,10,9.0,1.0,5.0
2026-1049,Auckland,Hard,32,250,,20260105,16,215936.0,,,Francesca Jones,R,,GBR,25.296,72.0,912.0,215613.0,2.0,,Emma Navarro,R,,USA,24.636,15.0,2515.0,7-5 2-6 6-4,3,R32,143.0,1.0,4.0,94.0,61.0,36.0,15.0,15.0,6.0,12.0,6.0,4.0,87.0,64.0,41.0,10,15.0,7.0,13.0
2026-1049,Auckland,Hard,32,250,,20260105,17,202494.0,1.0,,Elina Svitolina,R,174.0,UKR,31.316,13.0,2606.0,211107.0,,WC,Katie Boulter,R,180.0,GBR,29.43,112.0,684.0,7-5 6-4,3,R16,122.0,4.0,4.0,80.0,46.0,25.0,19.0,11.0,4.0,8.0,4.0,2.0,81.0,51.0,28.0,11,11.0,5.0,11.0
2026-1049,Auckland,Hard,32,250,,20260105,18,222661.0,,,Sonay Kartal,R,,GBR,24.189,68.0,951.0,230870.0,,,Ella Seidel,R,,GER,20.89,84.0,833.0,6-3 6-1,3,R16,66.0,0.0,4.0,39.0,23.0,17.0,11.0,8.0,0.0,2.0,0.0,1.0,51.0,29.0,16.0,5,8.0,2.0,8.0
2026-1049,Auckland,Hard,32,250,,20260105,19,260300.0,3.0,,Iva Jovic,R,,USA,18.084,35.0,1423.0,239383.0,,,Sara Bejlek,L,,CZE,19.929,93.0,792.0,7-6(3) 6-4,3,R16,107.0,2.0,3.0,66.0,47.0,28.0,9.0,11.0,5.0,10.0,2.0,1.0,75.0,43.0,24.0,10,11.0,4.0,10.0
2026-1049,Auckland,Hard,32,250,,20260105,20,223321.0,,Q,Sofia Costoulas,,,BEL,20.762,159.0,440.0,269267.0,,Q,Kaitlin Quevedo,,,USA,19.894,141.0,509.0,6-2 6-0,3,R16,67.0,7.0,3.0,45.0,17.0,12.0,20.0,7.0,4.0,4.0,3.0,2.0,42.0,25.0,12.0,6,7.0,2.0,7.0
2026-1049,Auckland,Hard,32,250,,20260105,21,202663.0,5.0,,Magda Linette,R,171.0,POL,33.898,52.0,1089.0,220714.0,,,Elisabetta Cocciaretto,R,,ITA,24.945,81.0,837.0,7-5 2-6 6-3,3,R16,155.0,2.0,5.0,90.0,47.0,30.0,20.0,15.0,7.0,12.0,1.0,0.0,91.0,55.0,36.0,17,14.0,5.0,10.0
2026-1049,Auckland,Hard,32,250,,20260105,22,223253.0,4.0,,Alexandra Eala,L,173.0,PHI,20.622,53.0,1076.0,238075.0,,,Petra Marcinko,,,CRO,20.088,82.0,837.0,6-0 6-2,3,R16,62.0,1.0,3.0,48.0,30.0,21.0,9.0,7.0,5.0,6.0,2.0,1.0,39.0,21.0,8.0,4,7.0,0.0,6.0
2026-1049,Auckland,Hard,32,250,,20260105,23,216133.0,,,Xinyu Wang,,,CHN,24.277,170.0,404.0,213887.0,,,Renata Zarazua,R,,MEX,28.266,77.0,844.0,7-5 6-4,3,R16,112.0,3.0,2.0,64.0,41.0,30.0,10.0,11.0,4.0,6.0,0.0,1.0,69.0,45.0,26.0,13,11.0,6.0,10.0
